,aln,pars.site,tot.sites,pars.site.prop,rf.distance,rf.distance.coll,gc.cont
765,23941at8782-aln.nexus,876,1860,0.470967742,72,53,0.597416443
766,23942at8782-aln.nexus,956,3228,0.296158612,60,51,0.560423706
767,23962at8782-aln.nexus,970,2376,0.408249158,36,29,0.589877074
768,23984at8782-aln.nexus,738,1668,0.442446043,96,78,0.453691275
769,24008at8782-aln.nexus,1220,2211,0.551786522,70,66,0.467882169
770,24016at8782-aln.nexus,478,1677,0.285032797,52,42,0.4933687
771,24020at8782-aln.nexus,354,1608,0.220149254,38,34,0.561043603
772,24042at8782-aln.nexus,751,1455,0.516151203,62,49,0.667195435
773,24080at8782-aln.nexus,466,1560,0.298717949,42,30,0.438158905
774,24081at8782-aln.nexus,1219,1794,0.679487179,66,62,0.570267301
775,24093at8782-aln.nexus,716,1878,0.381256656,56,43,0.468732605
776,24106at8782-aln.nexus,607,1380,0.439855072,88,58,0.627691472
777,24113at8782-aln.nexus,651,1389,0.468682505,40,36,0.460501005
778,24139at8782-aln.nexus,598,1773,0.337281444,34,36,0.450108424
779,24144at8782-aln.nexus,747,3408,0.219190141,72,60,0.581378496
780,24153at8782-aln.nexus,408,1599,0.255159475,40,33,0.528083493
781,24160at8782-aln.nexus,446,1377,0.32389252,48,44,0.438677649
782,24176at8782-aln.nexus,1409,2781,0.506652283,56,50,0.397591
783,24182at8782-aln.nexus,620,2049,0.302586628,64,53,0.424255971
784,24248at8782-aln.nexus,1060,2547,0.416175893,50,48,0.546237367
785,2424at8782-aln.nexus,2789,6090,0.457963875,34,32,0.44722214
786,24311at8782-aln.nexus,946,2181,0.433745988,64,56,0.64358947
787,24334at8782-aln.nexus,570,1647,0.346083789,48,39,0.548456745
788,24348at8782-aln.nexus,566,1395,0.405734767,46,38,0.566266569
789,24364at8782-aln.nexus,270,1416,0.190677966,42,32,0.465525776
790,24379at8782-aln.nexus,806,2034,0.39626352,38,36,0.450256534
791,24381at8782-aln.nexus,536,1497,0.358049432,48,43,0.553915892
792,24384at8782-aln.nexus,636,1926,0.330218069,74,57,0.459438994
793,24389at8782-aln.nexus,575,1608,0.357587065,46,41,0.486381075
794,24396at8782-aln.nexus,664,2133,0.31129864,60,52,0.626495461
795,24415at8782-aln.nexus,381,1296,0.293981481,48,39,0.483290128
796,24428at8782-aln.nexus,1104,3087,0.357628766,30,29,0.506947241
797,24433at8782-aln.nexus,824,2274,0.36235708,66,55,0.438694383
798,2443at8782-aln.nexus,1688,5931,0.284606306,36,29,0.518073104
799,24484at8782-aln.nexus,1031,2496,0.413060897,44,37,0.438098958
800,24488at8782-aln.nexus,772,1761,0.43838728,24,23,0.445817398
801,24517at8782-aln.nexus,662,1800,0.367777778,76,61,0.549302723
802,24521at8782-aln.nexus,840,2760,0.304347826,78,65,0.577552197
803,24528at8782-aln.nexus,1274,2292,0.555846422,42,33,0.448322873
804,24550at8782-aln.nexus,1134,3315,0.342081448,48,42,0.564059181
805,24567at8782-aln.nexus,1100,2673,0.411522634,64,56,0.533602585
806,24572at8782-aln.nexus,740,1680,0.44047619,40,36,0.590801714
807,24577at8782-aln.nexus,716,2502,0.286171063,72,61,0.453323972
808,2459at8782-aln.nexus,2518,6978,0.360848381,38,38,0.49909574
809,2461at8782-aln.nexus,1411,4956,0.284705408,28,23,0.453665202
810,24628at8782-aln.nexus,789,2181,0.36176066,64,54,0.620361415
811,24685at8782-aln.nexus,1075,1872,0.574252137,74,62,0.471547372
812,2470at8782-aln.nexus,1771,6171,0.286987522,86,74,0.544657128
813,24716at8782-aln.nexus,800,1737,0.460564191,54,50,0.415608948
814,24725at8782-aln.nexus,1094,2211,0.494798734,74,64,0.506755023
815,24730at8782-aln.nexus,1122,3042,0.368836292,62,54,0.659651644
816,24754at8782-aln.nexus,808,1785,0.452661064,82,69,0.480042996
817,24758at8782-aln.nexus,322,1215,0.265020576,44,36,0.394060363
818,24759at8782-aln.nexus,1327,3096,0.428617571,70,59,0.482691198
819,24777at8782-aln.nexus,982,1818,0.540154015,40,38,0.533495318
820,24800at8782-aln.nexus,2467,6267,0.393649274,38,32,0.480357514
821,24803at8782-aln.nexus,1073,2310,0.464502165,44,45,0.500687943
822,24819at8782-aln.nexus,611,1686,0.362396204,40,36,0.546563307
823,24826at8782-aln.nexus,452,1356,0.333333333,38,35,0.502889269
824,24827at8782-aln.nexus,748,2148,0.348230912,38,29,0.477683577
825,24887at8782-aln.nexus,756,2193,0.344733242,52,45,0.547636629
826,24902at8782-aln.nexus,1118,2802,0.399000714,92,73,0.510173094
827,24958at8782-aln.nexus,590,1590,0.371069182,66,58,0.495122776
828,24959at8782-aln.nexus,610,2289,0.266491918,66,54,0.548212487
829,24979at8782-aln.nexus,1025,1878,0.545793397,64,58,0.470267854
830,25010at8782-aln.nexus,1151,2754,0.417937545,42,40,0.574045918
831,25014at8782-aln.nexus,1804,8430,0.213997628,88,67,0.461390476
832,25018at8782-aln.nexus,466,1551,0.300451322,52,47,0.541169451
833,25024at8782-aln.nexus,927,2580,0.359302326,44,34,0.584322057
834,25035at8782-aln.nexus,1032,2973,0.347124117,76,66,0.503311028
835,25061at8782-aln.nexus,1282,3297,0.388838338,56,48,0.571906595
836,25067at8782-aln.nexus,463,1995,0.232080201,40,34,0.514063902
837,25068at8782-aln.nexus,527,1503,0.350632069,56,47,0.481924242
838,25071at8782-aln.nexus,516,1413,0.365180467,42,38,0.477637169
839,25072at8782-aln.nexus,244,1230,0.198373984,52,42,0.539855436
840,2508at8782-aln.nexus,1815,5982,0.303410231,24,25,0.526357389
841,25123at8782-aln.nexus,1402,3273,0.428353193,106,71,0.444286421
842,2512at8782-aln.nexus,1886,5754,0.327771985,56,46,0.442105711
843,25133at8782-aln.nexus,525,2175,0.24137931,92,65,0.456532127
844,25144at8782-aln.nexus,1084,2226,0.486972147,78,71,0.540330238
845,25157at8782-aln.nexus,423,2208,0.191576087,78,71,0.507028396
846,2516at8782-aln.nexus,2266,5175,0.437874396,36,35,0.51071002
847,25199at8782-aln.nexus,648,1569,0.413001912,46,39,0.455856565
848,25231at8782-aln.nexus,480,1329,0.361173815,36,31,0.456012517
849,25256at8782-aln.nexus,508,1710,0.297076023,64,55,0.634425359
850,25275at8782-aln.nexus,286,1443,0.198198198,60,47,0.536263545
851,25281at8782-aln.nexus,670,2013,0.332836562,78,56,0.510215105
852,25286at8782-aln.nexus,1505,2889,0.520941502,26,24,0.546641021
853,25289at8782-aln.nexus,1096,2670,0.410486891,56,49,0.614166537
854,25304at8782-aln.nexus,647,2082,0.310758886,68,60,0.495313825
855,25309at8782-aln.nexus,650,1827,0.355774494,36,37,0.533057312
856,2530at8782-aln.nexus,1290,5664,0.227754237,32,28,0.479172587
857,25318at8782-aln.nexus,841,1620,0.519135802,36,30,0.427947047
858,25326at8782-aln.nexus,743,1602,0.463795256,46,39,0.481885413
859,25379at8782-aln.nexus,1101,2403,0.458177278,68,65,0.492421691
860,25389at8782-aln.nexus,233,1026,0.227095517,76,70,0.466845551
861,25391at8782-aln.nexus,1100,2640,0.416666667,72,60,0.61866675
862,25402at8782-aln.nexus,1019,2103,0.484545887,62,47,0.450600371
863,25408at8782-aln.nexus,1643,3840,0.427864583,62,56,0.533768382
864,25434at8782-aln.nexus,649,1854,0.350053937,50,40,0.512122473
865,25469at8782-aln.nexus,932,1767,0.527447651,30,29,0.425587195
866,25491at8782-aln.nexus,414,1599,0.25891182,66,51,0.584902479
867,25496at8782-aln.nexus,660,2124,0.310734463,24,23,0.37924334
868,25541at8782-aln.nexus,1147,2457,0.466829467,64,56,0.478559503
869,25569at8782-aln.nexus,606,2133,0.284106892,58,52,0.437316626
870,25615at8782-aln.nexus,990,2385,0.41509434,88,70,0.535308745
871,25621at8782-aln.nexus,640,1518,0.421607378,88,64,0.51515763
872,25639at8782-aln.nexus,420,1191,0.352644836,50,50,0.523505548
873,25676at8782-aln.nexus,832,2631,0.316229571,50,39,0.487626067
874,25697at8782-aln.nexus,868,2235,0.38836689,48,52,0.640323824
875,25714at8782-aln.nexus,299,1206,0.247927032,50,45,0.567337823
876,25723at8782-aln.nexus,798,2016,0.395833333,78,67,0.498681695
877,25751at8782-aln.nexus,787,2079,0.378547379,84,67,0.521761533
878,25780at8782-aln.nexus,620,2361,0.262600593,28,24,0.549773612
879,25802at8782-aln.nexus,470,2736,0.171783626,54,42,0.515477395
880,25803at8782-aln.nexus,536,2691,0.19918246,76,59,0.575269865
881,25813at8782-aln.nexus,1175,3414,0.34417106,64,57,0.534724119
882,25826at8782-aln.nexus,954,2085,0.457553957,76,63,0.538844731
883,2583at8782-aln.nexus,2624,7488,0.35042735,58,55,0.482540002
884,25852at8782-aln.nexus,445,2346,0.189684569,70,54,0.678417704
885,25910at8782-aln.nexus,542,1710,0.316959064,54,49,0.547659491
886,25915at8782-aln.nexus,550,3135,0.175438596,70,61,0.58773248
887,25926at8782-aln.nexus,1092,2754,0.396514161,94,73,0.570088161
888,25943at8782-aln.nexus,1132,3459,0.327262215,50,40,0.418364485
889,25983at8782-aln.nexus,680,1608,0.422885572,34,30,0.537509374
890,26029at8782-aln.nexus,858,1728,0.496527778,62,53,0.458014785
891,26030at8782-aln.nexus,859,2160,0.397685185,94,75,0.482744664
892,26038at8782-aln.nexus,506,1350,0.374814815,36,30,0.473086828
893,26069at8782-aln.nexus,487,1239,0.393058918,48,43,0.501533318
894,26093at8782-aln.nexus,1778,4077,0.436104979,74,63,0.609049254
895,26102at8782-aln.nexus,621,1515,0.40990099,54,48,0.591170801
896,26104at8782-aln.nexus,573,1230,0.465853659,44,35,0.47947677
897,26121at8782-aln.nexus,1054,1959,0.538029607,64,59,0.431291164
898,26128at8782-aln.nexus,1670,3348,0.498805257,72,69,0.495742092
899,26136at8782-aln.nexus,1569,3252,0.482472325,56,48,0.643605673
900,26149at8782-aln.nexus,371,1320,0.281060606,62,49,0.51925381
901,26173at8782-aln.nexus,1217,2751,0.442384587,72,54,0.464265527
902,26192at8782-aln.nexus,457,2508,0.182216906,60,44,0.587973184
903,26196at8782-aln.nexus,710,1728,0.41087963,48,45,0.62792364
904,26211at8782-aln.nexus,560,1266,0.442338073,68,53,0.641345949
905,2621at8782-aln.nexus,1486,5307,0.280007537,60,52,0.48514966
906,26243at8782-aln.nexus,547,1320,0.414393939,54,47,0.469159969
907,2625at8782-aln.nexus,1446,4845,0.298452012,44,37,0.628785137
908,26296at8782-aln.nexus,705,2031,0.347119645,32,28,0.567910858
909,26360at8782-aln.nexus,839,1914,0.438349007,88,74,0.450851932
910,26370at8782-aln.nexus,560,1782,0.314253648,48,41,0.630630911
911,26374at8782-aln.nexus,862,1719,0.501454334,46,40,0.558185839
912,26380at8782-aln.nexus,493,1374,0.358806405,46,36,0.620684844
913,26384at8782-aln.nexus,593,3075,0.192845528,44,44,0.469967269
914,2639at8782-aln.nexus,2715,7185,0.377870564,32,29,0.516629378
915,26404at8782-aln.nexus,692,1554,0.445302445,40,37,0.573418901
916,26411at8782-aln.nexus,732,1857,0.394184168,66,54,0.473281533
917,26425at8782-aln.nexus,1517,3288,0.461374696,56,50,0.554660064
918,26426at8782-aln.nexus,617,1599,0.385866166,68,53,0.570573905
919,26428at8782-aln.nexus,402,1533,0.26223092,80,57,0.53749027
920,26437at8782-aln.nexus,942,2955,0.318781726,60,42,0.568572993
921,2643at8782-aln.nexus,2655,6222,0.426711668,26,28,0.458446933
922,26446at8782-aln.nexus,469,1560,0.300641026,100,63,0.672215163
923,26454at8782-aln.nexus,764,1422,0.537271449,44,37,0.436471785
924,26460at8782-aln.nexus,437,1458,0.299725652,40,35,0.547319914
925,26465at8782-aln.nexus,325,1365,0.238095238,42,33,0.563023726
926,26507at8782-aln.nexus,1519,3711,0.409323632,74,60,0.474848154
927,26539at8782-aln.nexus,468,1296,0.361111111,76,67,0.508920996
928,26540at8782-aln.nexus,818,2388,0.342546064,106,88,0.552974927
929,26546at8782-aln.nexus,852,1713,0.49737303,60,53,0.605973736
930,26556at8782-aln.nexus,775,2211,0.350520127,78,67,0.463070084
931,26569at8782-aln.nexus,1322,2346,0.563512361,80,74,0.531412461
932,26580at8782-aln.nexus,677,1557,0.434810533,50,49,0.555982597
933,26616at8782-aln.nexus,1052,2277,0.462011419,62,56,0.620891043
934,26617at8782-aln.nexus,1103,2562,0.430523029,64,55,0.55841572
935,26623at8782-aln.nexus,718,2190,0.327853881,62,45,0.605299377
936,26641at8782-aln.nexus,501,1761,0.284497445,46,40,0.633740586
937,26662at8782-aln.nexus,732,1944,0.37654321,38,31,0.643679068
938,2667at8782-aln.nexus,2345,5466,0.429015734,20,21,0.501331226
939,26690at8782-aln.nexus,931,2661,0.34986847,52,46,0.577631502
940,26732at8782-aln.nexus,573,1647,0.347905282,50,45,0.48588065
941,26771at8782-aln.nexus,508,1446,0.35131397,56,47,0.457663163
942,26777at8782-aln.nexus,2034,5040,0.403571429,30,30,0.621435933
943,26778at8782-aln.nexus,639,1515,0.421782178,44,38,0.627679676
944,26813at8782-aln.nexus,653,1365,0.478388278,64,49,0.567870486
945,26858at8782-aln.nexus,693,2046,0.338709677,66,54,0.496290026
946,26859at8782-aln.nexus,781,1410,0.553900709,48,37,0.402196971
947,26862at8782-aln.nexus,562,1944,0.28909465,80,68,0.632051795
948,26873at8782-aln.nexus,778,1647,0.472374013,34,30,0.404160752
949,26907at8782-aln.nexus,772,2643,0.292092319,62,52,0.531610234
950,26929at8782-aln.nexus,1417,4161,0.340543139,98,84,0.471677346
951,26932at8782-aln.nexus,494,1383,0.357194505,100,82,0.49208775
952,26956at8782-aln.nexus,437,1164,0.375429553,44,41,0.488790244
953,26957at8782-aln.nexus,868,2496,0.34775641,62,53,0.486264008
954,26962at8782-aln.nexus,396,1689,0.234458259,28,18,0.479916364
955,26963at8782-aln.nexus,709,1872,0.378739316,52,45,0.419334862
956,26966at8782-aln.nexus,805,2082,0.386647454,74,65,0.510910492
957,27036at8782-aln.nexus,1457,6660,0.218768769,76,62,0.568772524
958,27042at8782-aln.nexus,1110,2637,0.420932878,38,36,0.537048134
959,27046at8782-aln.nexus,679,1683,0.403446227,70,57,0.482432046
960,27063at8782-aln.nexus,1033,2604,0.396697389,60,56,0.52475718
961,27095at8782-aln.nexus,864,1626,0.531365314,28,29,0.499260489
962,27101at8782-aln.nexus,1533,2907,0.527347781,52,48,0.428801892
963,27112at8782-aln.nexus,1045,1809,0.577667219,66,53,0.624197971
964,27129at8782-aln.nexus,817,1821,0.448654585,78,73,0.47215137
965,27143at8782-aln.nexus,912,2745,0.332240437,90,76,0.631356326
966,27146at8782-aln.nexus,1711,3543,0.482924076,78,71,0.641066499
967,27150at8782-aln.nexus,722,2058,0.350826045,70,58,0.483778899
968,27201at8782-aln.nexus,901,2367,0.380650613,80,64,0.459626029
969,27204at8782-aln.nexus,546,2454,0.222493888,34,31,0.599602342
970,27238at8782-aln.nexus,441,1812,0.243377483,32,30,0.469541232
971,27251at8782-aln.nexus,520,2484,0.209339775,34,32,0.495079503
972,27253at8782-aln.nexus,657,1584,0.414772727,74,66,0.56020472
973,27269at8782-aln.nexus,674,1569,0.429572976,40,34,0.397179732
974,27295at8782-aln.nexus,443,1227,0.361043195,26,22,0.42738388
975,27296at8782-aln.nexus,525,1188,0.441919192,18,15,0.565697983
976,27329at8782-aln.nexus,730,1458,0.500685871,102,82,0.453047462
977,2734at8782-aln.nexus,2522,8406,0.300023793,42,35,0.415943692
978,27394at8782-aln.nexus,745,1527,0.487884741,80,71,0.506656619
979,27408at8782-aln.nexus,632,1545,0.409061489,68,63,0.516661506
980,27418at8782-aln.nexus,708,1758,0.402730375,48,43,0.586588197
981,27421at8782-aln.nexus,812,1935,0.419638243,90,62,0.556600358
982,27476at8782-aln.nexus,391,1869,0.209202782,52,41,0.527068598
983,27485at8782-aln.nexus,841,2214,0.379855465,114,94,0.474446359
984,27493at8782-aln.nexus,932,2220,0.41981982,48,46,0.416238472
985,27510at8782-aln.nexus,1891,3846,0.491679667,64,53,0.597151725
986,27512at8782-aln.nexus,569,2394,0.237677527,42,38,0.59275444
987,27519at8782-aln.nexus,618,1317,0.469248292,58,43,0.624798147
988,27551at8782-aln.nexus,493,1635,0.301529052,54,39,0.506433189
989,27561at8782-aln.nexus,815,1623,0.5021565,50,43,0.415761278
990,2756at8782-aln.nexus,1755,4998,0.351140456,52,45,0.546557871
991,27592at8782-aln.nexus,1158,1836,0.630718954,36,29,0.43003925
992,27604at8782-aln.nexus,958,2250,0.425777778,28,26,0.50785684
993,27610at8782-aln.nexus,748,1746,0.428407789,78,62,0.46371308
994,27654at8782-aln.nexus,311,1452,0.214187328,34,31,0.473590241
995,27658at8782-aln.nexus,563,1434,0.392608089,34,33,0.470311742
996,27663at8782-aln.nexus,643,1671,0.384799521,40,30,0.641685353
997,27681at8782-aln.nexus,700,1989,0.351935646,60,48,0.600491642
998,27685at8782-aln.nexus,815,2124,0.383709981,52,46,0.481461232
999,2769at8782-aln.nexus,1905,4716,0.40394402,34,29,0.503998638
1000,27733at8782-aln.nexus,437,1389,0.314614831,60,52,0.514771407
1001,27737at8782-aln.nexus,357,1266,0.281990521,46,40,0.563659145
1002,2773at8782-aln.nexus,1458,5310,0.274576271,50,50,0.4890757
1003,27754at8782-aln.nexus,1022,1836,0.55664488,26,23,0.523211654
1004,27773at8782-aln.nexus,584,1134,0.514991182,40,40,0.416053046
1005,27815at8782-aln.nexus,690,1812,0.380794702,24,22,0.511759812
1006,27856at8782-aln.nexus,612,1281,0.477751756,52,42,0.46882202
1007,2787at8782-aln.nexus,2148,6630,0.3239819,64,52,0.481491962
1008,27900at8782-aln.nexus,503,1143,0.440069991,52,47,0.502235192
1009,27920at8782-aln.nexus,1332,2772,0.480519481,46,38,0.557787008
1010,27936at8782-aln.nexus,585,1218,0.480295567,58,47,0.592067157
1011,27946at8782-aln.nexus,334,1182,0.282571912,30,26,0.537871758
1012,27961at8782-aln.nexus,731,1785,0.40952381,104,82,0.461617148
1013,27970at8782-aln.nexus,411,1359,0.302428256,96,83,0.485222713
1014,27983at8782-aln.nexus,439,1164,0.377147766,34,36,0.541667217
1015,28016at8782-aln.nexus,323,1179,0.273960984,56,37,0.556487568
1016,28019at8782-aln.nexus,460,1239,0.371267151,40,36,0.507296167
1017,28024at8782-aln.nexus,617,1947,0.316897791,54,48,0.588217107
1018,2802at8782-aln.nexus,2918,5889,0.495500085,48,42,0.431200342
1019,28036at8782-aln.nexus,553,1728,0.320023148,64,53,0.545859689
1020,28118at8782-aln.nexus,618,1983,0.311649017,40,38,0.441162977
1021,28136at8782-aln.nexus,1181,5223,0.226115259,92,79,0.545147698
1022,28150at8782-aln.nexus,788,1878,0.419595314,68,54,0.480925603
1023,28166at8782-aln.nexus,992,3225,0.307596899,66,58,0.515604055
1024,28185at8782-aln.nexus,690,1674,0.41218638,48,41,0.432531437
1025,28186at8782-aln.nexus,421,1287,0.327117327,58,52,0.414006066
1026,28231at8782-aln.nexus,447,1179,0.37913486,42,35,0.459225993
1027,28240at8782-aln.nexus,847,2658,0.318660647,56,52,0.538746744
1028,28245at8782-aln.nexus,535,1809,0.295743505,72,61,0.462176533
1029,28258at8782-aln.nexus,467,1362,0.34287812,68,47,0.446129604
1030,28265at8782-aln.nexus,362,2256,0.160460993,34,31,0.504373436
1031,28268at8782-aln.nexus,822,2535,0.324260355,46,39,0.508015067
1032,282at8782-aln.nexus,5371,12564,0.427491245,44,39,0.429186307
1033,2830at8782-aln.nexus,2357,6204,0.379916183,20,21,0.542688633
1034,28320at8782-aln.nexus,730,1482,0.492577598,64,55,0.488431348
1035,28335at8782-aln.nexus,312,1341,0.232662192,54,45,0.519655045
1036,28381at8782-aln.nexus,405,1137,0.356200528,42,35,0.561576745
1037,28385at8782-aln.nexus,1657,3198,0.518136335,86,67,0.585613012
1038,28402at8782-aln.nexus,886,2217,0.399639152,72,61,0.401345189
1039,28414at8782-aln.nexus,307,1293,0.237432328,56,42,0.462414893
1040,28415at8782-aln.nexus,537,1125,0.477333333,48,42,0.482997735
1041,28475at8782-aln.nexus,494,1392,0.354885057,42,33,0.546996413
1042,28476at8782-aln.nexus,1069,3309,0.323058326,84,73,0.495666911
1043,28480at8782-aln.nexus,533,1494,0.356760375,74,55,0.610834497
1044,28497at8782-aln.nexus,498,1215,0.409876543,52,47,0.559952654
1045,28506at8782-aln.nexus,501,1635,0.306422018,52,41,0.564254259
1046,28510at8782-aln.nexus,358,1149,0.311575283,42,32,0.469036683
1047,28522at8782-aln.nexus,896,2091,0.428503109,34,30,0.527111961
1048,28551at8782-aln.nexus,325,1149,0.282854656,54,49,0.486275212
1049,28606at8782-aln.nexus,618,4467,0.138347884,44,41,0.589375824
1050,28622at8782-aln.nexus,454,1359,0.334069169,58,53,0.585923043
1051,28625at8782-aln.nexus,246,1215,0.202469136,44,41,0.494181879
1052,28640at8782-aln.nexus,844,2040,0.41372549,70,59,0.646580798
1053,28645at8782-aln.nexus,796,3255,0.244546851,46,42,0.570998682
1054,28667at8782-aln.nexus,269,1137,0.236587511,62,51,0.504115199
1055,28728at8782-aln.nexus,634,1836,0.345315904,94,66,0.538441656
1056,28736at8782-aln.nexus,478,1386,0.344877345,40,35,0.432692419
1057,28739at8782-aln.nexus,616,1638,0.376068376,34,33,0.494089365
1058,28759at8782-aln.nexus,449,1164,0.385738832,58,48,0.471989722
1059,28793at8782-aln.nexus,578,1398,0.413447783,28,26,0.438293999
1060,28799at8782-aln.nexus,397,1104,0.359601449,48,39,0.552885554
1061,2879at8782-aln.nexus,2103,6183,0.340126152,26,21,0.518801606
1062,28801at8782-aln.nexus,466,1062,0.438794727,34,28,0.628380761
1063,28822at8782-aln.nexus,594,1596,0.372180451,82,71,0.450425475
1064,28824at8782-aln.nexus,488,1401,0.348322627,40,35,0.463209403
1065,28826at8782-aln.nexus,286,1569,0.182281708,50,38,0.520507919
1066,28861at8782-aln.nexus,899,2610,0.344444444,56,44,0.475950904
1067,28865at8782-aln.nexus,1073,2070,0.518357488,34,33,0.497757889
1068,28888at8782-aln.nexus,272,1254,0.216905901,84,58,0.586007425
1069,28897at8782-aln.nexus,505,1575,0.320634921,50,42,0.540529098
1070,28920at8782-aln.nexus,267,1218,0.219211823,56,43,0.572715925
1071,28941at8782-aln.nexus,680,1533,0.44357469,66,50,0.56214603
1072,28960at8782-aln.nexus,568,1806,0.314507198,48,40,0.591469719
1073,28961at8782-aln.nexus,568,1353,0.419807834,56,48,0.550925701
1074,28965at8782-aln.nexus,302,1200,0.251666667,62,44,0.578681775
1075,28968at8782-aln.nexus,523,1389,0.376529878,76,68,0.519292018
1076,28973at8782-aln.nexus,699,2688,0.260044643,68,62,0.484765041
1077,28981at8782-aln.nexus,650,1713,0.379451255,46,42,0.589809602
1078,29002at8782-aln.nexus,178,981,0.181447503,48,43,0.406035301
1079,29022at8782-aln.nexus,725,1857,0.390414647,102,87,0.426744366
1080,29031at8782-aln.nexus,623,1305,0.477394636,26,25,0.613993942
1081,29061at8782-aln.nexus,359,1155,0.310822511,66,55,0.439970965
1082,29099at8782-aln.nexus,365,1059,0.344664778,46,38,0.4506236
1083,29139at8782-aln.nexus,599,1332,0.4496997,56,46,0.446707574
1084,29149at8782-aln.nexus,601,1263,0.475851148,48,35,0.48350438
1085,29175at8782-aln.nexus,286,1065,0.268544601,42,36,0.592958312
1086,29226at8782-aln.nexus,565,1416,0.399011299,52,42,0.559358359
1087,29228at8782-aln.nexus,300,1212,0.247524752,54,45,0.612932774
1088,29229at8782-aln.nexus,772,1335,0.578277154,68,62,0.56981404
1089,29236at8782-aln.nexus,943,3495,0.26981402,94,77,0.595656192
1090,29242at8782-aln.nexus,715,1638,0.436507937,30,28,0.656901761
1091,29288at8782-aln.nexus,834,1572,0.530534351,54,45,0.636405355
1092,29332at8782-aln.nexus,353,990,0.356565657,38,35,0.589565269
1093,29335at8782-aln.nexus,1281,2364,0.541878173,68,56,0.401436261
1094,29343at8782-aln.nexus,614,1968,0.31199187,44,40,0.667091065
1095,29346at8782-aln.nexus,759,1527,0.497053045,28,28,0.488378016
1096,29351at8782-aln.nexus,526,1674,0.314217443,58,42,0.458447662
1097,29353at8782-aln.nexus,857,2874,0.298190675,58,52,0.638580679
1098,29358at8782-aln.nexus,824,1989,0.414278532,46,44,0.530438575
1099,2936at8782-aln.nexus,1595,4956,0.321832123,44,41,0.559496446
1100,2937at8782-aln.nexus,1326,5892,0.225050916,26,25,0.538289456
1101,29413at8782-aln.nexus,560,1983,0.282400403,86,64,0.554029165
1102,29447at8782-aln.nexus,1453,2712,0.535766962,54,49,0.502585987
1103,29475at8782-aln.nexus,570,1701,0.335097002,78,64,0.493418931
1104,29498at8782-aln.nexus,843,3333,0.252925293,52,45,0.560234666
1105,29506at8782-aln.nexus,1299,2934,0.442740286,80,72,0.460740679
1106,29517at8782-aln.nexus,370,1164,0.317869416,38,33,0.560370419
1107,29518at8782-aln.nexus,542,2181,0.248509858,76,69,0.502413284
1108,29519at8782-aln.nexus,273,1092,0.25,38,34,0.568873348
1109,29521at8782-aln.nexus,935,1872,0.499465812,82,68,0.499749206
1110,29530at8782-aln.nexus,497,1668,0.297961631,38,33,0.424085832
1111,29547at8782-aln.nexus,623,1983,0.314170449,42,38,0.589022251
1112,29599at8782-aln.nexus,255,1245,0.204819277,58,41,0.564271521
1113,29605at8782-aln.nexus,821,2388,0.343802345,62,58,0.545222514
1114,29612at8782-aln.nexus,662,2673,0.247661803,80,62,0.570127041
1115,2963at8782-aln.nexus,3026,7047,0.429402583,48,47,0.45429633
1116,29663at8782-aln.nexus,977,2676,0.36509716,70,51,0.570398362
1117,29688at8782-aln.nexus,306,1233,0.248175182,40,37,0.475684201
1118,29760at8782-aln.nexus,414,1269,0.326241135,32,33,0.47184591
1119,29784at8782-aln.nexus,623,1377,0.452432825,48,39,0.522298709
1120,29786at8782-aln.nexus,707,1560,0.453205128,34,31,0.473893089
1121,29808at8782-aln.nexus,821,1731,0.474292317,76,65,0.423021681
1122,29810at8782-aln.nexus,595,2031,0.292959133,46,44,0.615556591
1123,29811at8782-aln.nexus,723,2115,0.341843972,50,34,0.456407448
1124,29839at8782-aln.nexus,978,1596,0.612781955,68,59,0.500538286
1125,29877at8782-aln.nexus,338,1173,0.288150043,40,38,0.591648822
1126,29879at8782-aln.nexus,897,2688,0.333705357,100,84,0.6690664
1127,29885at8782-aln.nexus,445,1542,0.288586252,74,56,0.521200036
1128,29909at8782-aln.nexus,1185,4377,0.270733379,58,53,0.506380773
1129,29935at8782-aln.nexus,1284,2880,0.445833333,48,42,0.613076945
1130,29960at8782-aln.nexus,247,1056,0.233901515,42,38,0.493477944
1131,29980at8782-aln.nexus,1068,2322,0.45994832,82,67,0.565206779
1132,30019at8782-aln.nexus,396,1155,0.342857143,42,33,0.46453745
1133,30023at8782-aln.nexus,893,2163,0.41285252,68,55,0.470871174
1134,30032at8782-aln.nexus,464,1200,0.386666667,24,30,0.352427157
1135,30054at8782-aln.nexus,1052,2139,0.491818607,54,48,0.554059585
1136,30078at8782-aln.nexus,438,1359,0.322295806,64,50,0.559446513
1137,30081at8782-aln.nexus,384,1377,0.278867102,50,38,0.488872708
1138,30117at8782-aln.nexus,2476,5316,0.465763732,92,82,0.50086327
1139,30146at8782-aln.nexus,617,1800,0.342777778,62,50,0.474478015
1140,30156at8782-aln.nexus,817,1701,0.480305703,60,60,0.602790267
1141,30158at8782-aln.nexus,1093,2685,0.40707635,62,55,0.507990426
1142,30176at8782-aln.nexus,440,1287,0.341880342,58,44,0.501190206
1143,30178at8782-aln.nexus,343,1053,0.325735992,46,37,0.480036514
1144,30191at8782-aln.nexus,622,1446,0.430152144,88,72,0.672652609
1145,30241at8782-aln.nexus,891,1701,0.523809524,50,38,0.545149283
