"","aln","pars.site","tot.sites","pars.site.prop","rf.distance.coll","gc.cont"
"1358","uce-4673.nexus","803","1914","0.419540229885057","40","4.62499880046543e-05"
"1359","uce-4674.nexus","876","1791","0.489112227805695","46","0.000100344240661966"
"1360","uce-4679.nexus","810","1713","0.472854640980736","34","1.23445458096217e-05"
"1361","uce-4681.nexus","272","1282","0.21216848673947","76","0.000167953200473294"
"1362","uce-4686.nexus","675","1816","0.371696035242291","30","0.000225440401662434"
"1363","uce-4688.nexus","615","1895","0.324538258575198","32","2.45761842498012e-05"
"1364","uce-4694.nexus","921","1719","0.535776614310646","40","3.4916164913241e-05"
"1365","uce-4696.nexus","999","1784","0.559977578475336","36","4.24217262228905e-05"
"1366","uce-4699.nexus","664","2062","0.322017458777886","42","5.93618077283663e-05"
"1367","uce-4705.nexus","950","1714","0.554259043173862","42","0.000789103066063589"
"1368","uce-4711.nexus","505","1252","0.403354632587859","34","0.000108829787783798"
"1369","uce-4713.nexus","631","1338","0.471599402092676","44","4.9480617454207e-05"
"1370","uce-472.nexus","560","1567","0.357370772176133","26","3.46665886846975e-05"
"1371","uce-4721.nexus","912","1860","0.490322580645161","36","2.19614883157085e-05"
"1372","uce-4725.nexus","816","1945","0.419537275064267","26","4.61232757397608e-05"
"1373","uce-4729.nexus","813","1563","0.520153550863724","30","4.42405359306101e-05"
"1374","uce-4742.nexus","702","1501","0.467688207861426","46","2.59986151475599e-05"
"1375","uce-4744.nexus","622","1694","0.367178276269185","38","3.72999375517831e-05"
"1376","uce-4747.nexus","797","1728","0.461226851851852","30","0.000179886275417267"
"1377","uce-4752.nexus","686","1966","0.348931841302136","46","2.5322489368221e-05"
"1378","uce-4754.nexus","426","1779","0.239460370994941","42","1.68499573362035e-05"
"1379","uce-4760.nexus","703","1760","0.399431818181818","44","4.84185835270514e-05"
"1380","uce-4761.nexus","503","1502","0.334886817576565","64","2.33053816074621e-05"
"1381","uce-4762.nexus","560","1958","0.286006128702758","42","8.59848043956541e-05"
"1382","uce-4764.nexus","757","1686","0.448991696322657","40","0.000274077030567105"
"1383","uce-4766.nexus","618","1587","0.389413988657845","48","0.000195962786639085"
"1384","uce-4769.nexus","585","1749","0.334476843910806","44","5.72775802793123e-05"
"1385","uce-4775.nexus","1033","1854","0.557173678532902","32","3.20503863826422e-05"
"1386","uce-4776.nexus","467","1225","0.381224489795918","42","0.000186327576011109"
"1387","uce-478.nexus","596","1846","0.322860238353196","40","3.09712202395688e-05"
"1388","uce-4782.nexus","405","2103","0.192582025677603","36","4.2485015160387e-05"
"1389","uce-4784.nexus","817","1860","0.439247311827957","36","4.43796720152446e-05"
"1390","uce-4786.nexus","837","1561","0.536194746957079","40","3.99476785417163e-05"
"1391","uce-4787.nexus","935","1902","0.491587802313354","36","6.88135542662306e-05"
"1392","uce-4789.nexus","762","1837","0.414806750136091","32","2.7837244769001e-05"
"1393","uce-4798.nexus","601","1478","0.406630581867388","42","2.46134178301126e-05"
"1394","uce-4799.nexus","835","1680","0.49702380952381","42","3.80330404400956e-05"
"1395","uce-4807.nexus","777","1658","0.468636911942099","22","0.000329205995044929"
"1396","uce-4808.nexus","960","1892","0.507399577167019","44","2.51286389603255e-05"
"1397","uce-4813.nexus","830","1961","0.423253442121367","38","4.3096507430898e-05"
"1398","uce-4819.nexus","879","1989","0.441930618401207","36","9.22436329133707e-05"
"1399","uce-4820.nexus","710","2003","0.354468297553669","40","1.25342585022729e-05"
"1400","uce-4822.nexus","920","1852","0.496760259179266","32","2.61656223847412e-05"
"1401","uce-4823.nexus","742","1970","0.376649746192893","32","6.70290867755463e-05"
"1402","uce-4824.nexus","895","1826","0.490142387732749","30","3.86195871655786e-05"
"1403","uce-4827.nexus","874","1675","0.521791044776119","28","3.70257061610694e-05"
"1404","uce-4828.nexus","872","1860","0.468817204301075","30","0.000206470069158167"
"1405","uce-4829.nexus","835","1578","0.52915082382763","46","0.000219273783069316"
"1406","uce-4830.nexus","739","1622","0.455610357583231","50","2.01665848456691e-05"
"1407","uce-4835.nexus","526","1889","0.278454208575966","46","2.34463158212859e-05"
"1408","uce-4837.nexus","600","2035","0.294840294840295","40","2.38950806895501e-05"
"1409","uce-4839.nexus","649","2002","0.324175824175824","36","7.97411552069464e-06"
"1410","uce-4840.nexus","867","1820","0.476373626373626","36","0.000105927330818086"
"1411","uce-4841.nexus","786","2062","0.381183317167798","34","4.37988821483476e-05"
"1412","uce-4842.nexus","489","1685","0.290207715133531","38","3.9335740149661e-05"
"1413","uce-4844.nexus","585","1889","0.309687665431445","22","2.52196350088924e-05"
"1414","uce-4845.nexus","804","1989","0.40422322775264","40","1.4126322613482e-05"
"1415","uce-4847.nexus","599","1507","0.397478433974784","34","2.54147566152549e-05"
"1416","uce-485.nexus","453","1880","0.240957446808511","42","4.07267197658258e-05"
"1417","uce-4850.nexus","309","2101","0.147072822465493","72","6.86666105039832e-06"
"1418","uce-4853.nexus","600","1816","0.330396475770925","34","2.12178151656926e-05"
"1419","uce-4855.nexus","829","1943","0.426659804426145","40","6.66690665783404e-05"
"1420","uce-4856.nexus","290","940","0.308510638297872","46","0.000240639466829345"
"1421","uce-4858.nexus","758","1858","0.407965554359526","38","2.05478156843907e-05"
"1422","uce-486.nexus","567","1586","0.35750315258512","40","4.75435745550888e-05"
"1423","uce-4863.nexus","313","2086","0.150047938638543","62","1.04914970461953e-05"
"1424","uce-4865.nexus","923","1726","0.534762456546929","34","5.76102401848799e-05"
"1425","uce-4866.nexus","633","1462","0.43296853625171","28","4.64428722578906e-05"
"1426","uce-4867.nexus","734","1860","0.394623655913979","36","2.5629626408013e-05"
"1427","uce-4869.nexus","598","1328","0.450301204819277","48","0.000360634001583071"
"1428","uce-487.nexus","618","1993","0.310085298544907","36","1.45271556898119e-05"
"1429","uce-4872.nexus","615","1839","0.33442088091354","38","1.07343609731159e-05"
"1430","uce-4882.nexus","755","2007","0.376183358246139","28","4.63664380451394e-05"
"1431","uce-4883.nexus","804","1857","0.432956381260097","42","1.85574969617965e-05"
"1432","uce-4887.nexus","666","1994","0.334002006018054","38","4.26273317439441e-05"
"1433","uce-4888.nexus","827","1824","0.453399122807018","48","5.77930963368903e-05"
"1434","uce-4891.nexus","800","1898","0.421496311907271","30","6.86955437673885e-05"
"1435","uce-4895.nexus","514","2112","0.243371212121212","40","0.00032075794612485"
"1436","uce-490.nexus","786","1676","0.468973747016706","34","0.000105086400076116"
"1437","uce-4900.nexus","911","1964","0.463849287169043","34","3.01751138819781e-05"
"1438","uce-4901.nexus","524","2051","0.255485129205266","36","9.76056370893621e-05"
"1439","uce-4908.nexus","985","1941","0.507470376094797","34","8.15566296429801e-05"
"1440","uce-491.nexus","697","1828","0.38129102844639","38","1.08400250321122e-05"
"1441","uce-4910.nexus","646","1719","0.375799883653287","34","4.20663461577997e-05"
"1442","uce-4915.nexus","911","1943","0.468862583633556","28","1.97100819590815e-05"
"1443","uce-4919.nexus","721","1722","0.41869918699187","44","0.000529719178402716"
"1444","uce-492.nexus","414","2145","0.193006993006993","50","1.25428405502145e-05"
"1445","uce-4927.nexus","807","1683","0.479500891265597","28","3.5226577708704e-05"
"1446","uce-493.nexus","165","1853","0.0890447922288181","92","3.61393698230558e-05"
"1447","uce-4930.nexus","682","1407","0.484719260838664","34","0.000139459473417258"
"1448","uce-4931.nexus","669","1696","0.394457547169811","50","1.21951478418449e-05"
"1449","uce-4933.nexus","559","1818","0.307480748074807","42","3.99682936204096e-05"
"1450","uce-4935.nexus","250","759","0.329380764163373","52","0.00141844552980541"
"1451","uce-494.nexus","688","1972","0.348884381338742","40","6.10943608759667e-06"
"1452","uce-4943.nexus","734","1832","0.400655021834061","44","4.26874172362293e-05"
"1453","uce-4945.nexus","867","1622","0.534525277435265","36","6.67902711429322e-05"
"1454","uce-4947.nexus","965","1784","0.540919282511211","18","4.63609763707919e-05"
"1455","uce-4954.nexus","968","2006","0.482552342971087","34","5.58260610659319e-05"
"1456","uce-4956.nexus","903","1902","0.474763406940063","22","3.70238609462947e-05"
"1457","uce-4960.nexus","338","1462","0.231190150478796","50","6.37397114173929e-05"
"1458","uce-4963.nexus","697","1958","0.355975485188968","38","1.58758216051591e-05"
"1459","uce-4964.nexus","688","2071","0.33220666344761","34","4.90468658649959e-05"
"1460","uce-4967.nexus","654","1188","0.55050505050505","40","5.68986712539663e-05"
"1461","uce-497.nexus","273","1859","0.146853146853147","48","4.48634103325021e-05"
"1462","uce-4970.nexus","607","1862","0.325993555316864","36","5.88681768250341e-05"
"1463","uce-4975.nexus","757","1431","0.52900069881202","36","0.000589776477717956"
"1464","uce-4976.nexus","590","2032","0.290354330708661","44","0.000106467095997951"
"1465","uce-4977.nexus","705","1602","0.440074906367041","54","7.22930582579645e-05"
"1466","uce-4978.nexus","737","1796","0.410356347438753","36","0.000619173712559399"
"1467","uce-4980.nexus","533","1830","0.291256830601093","38","6.25679325132257e-05"
"1468","uce-4981.nexus","600","1872","0.320512820512821","46","2.00090280375823e-05"
"1469","uce-4986.nexus","603","1803","0.334442595673877","52","9.76607630690411e-05"
"1470","uce-4988.nexus","931","2009","0.463414634146341","28","5.16789859133211e-05"
"1471","uce-499.nexus","463","1441","0.321304649548924","42","5.60850268800084e-05"
"1472","uce-4990.nexus","690","1843","0.37438958220293","32","8.24966841376173e-05"
"1473","uce-4992.nexus","853","1816","0.469713656387665","28","5.61323146655156e-05"
"1474","uce-4993.nexus","599","2004","0.298902195608782","28","2.8584731517183e-05"
"1475","uce-4995.nexus","744","1901","0.391372961599158","30","0.000137261208581593"
"1476","uce-4998.nexus","555","1929","0.287713841368585","36","7.80906831479163e-05"
"1477","uce-4999.nexus","964","1817","0.530544854155201","40","4.72470553471738e-05"
"1478","uce-5003.nexus","393","1798","0.218576195773081","50","9.01623925877786e-06"
"1479","uce-5005.nexus","798","1949","0.409440738840431","28","2.12613672924103e-05"
"1480","uce-5008.nexus","812","1548","0.524547803617571","26","3.24882350084402e-05"
"1481","uce-5012.nexus","971","1947","0.498715973292244","28","5.13676057669623e-05"
"1482","uce-5013.nexus","781","1894","0.412354804646251","32","0.000101878749798466"
"1483","uce-5019.nexus","728","1913","0.380554103502352","30","2.83141682370629e-05"
"1484","uce-502.nexus","602","1894","0.317845828933474","28","3.32960825803862e-05"
"1485","uce-5021.nexus","615","1724","0.356728538283063","52","2.69631172065212e-05"
"1486","uce-5022.nexus","824","1985","0.415113350125945","42","4.95803322548935e-05"
"1487","uce-5025.nexus","878","2005","0.437905236907731","48","3.6447749155166e-05"
"1488","uce-5028.nexus","455","2068","0.220019342359768","38","5.13371997417317e-06"
"1489","uce-5029.nexus","722","1442","0.500693481276006","38","0.000218410654063407"
"1490","uce-5031.nexus","909","1885","0.482228116710875","44","4.18359474424859e-05"
"1491","uce-5032.nexus","1043","1868","0.558351177730193","32","3.18815684312045e-05"
"1492","uce-5034.nexus","622","1699","0.366097704532078","18","2.77596665981813e-05"
"1493","uce-5035.nexus","762","1996","0.381763527054108","34","1.56782157500341e-05"
"1494","uce-5038.nexus","714","1847","0.386572820790471","34","4.29331826951856e-05"
"1495","uce-5039.nexus","587","1746","0.336197021764032","42","7.61559249371005e-05"
"1496","uce-5040.nexus","683","1490","0.458389261744966","30","0.000262730954574892"
"1497","uce-5041.nexus","215","736","0.292119565217391","58","0.000541338232499255"
"1498","uce-5044.nexus","728","1994","0.365095285857573","38","3.9020366679581e-05"
"1499","uce-5050.nexus","442","1281","0.34504293520687","52","0.000150005716537698"
"1500","uce-5053.nexus","717","2013","0.35618479880775","36","2.40263132408804e-05"
"1501","uce-5063.nexus","512","1274","0.401883830455259","48","8.524180940891e-05"
"1502","uce-5065.nexus","644","1216","0.529605263157895","34","6.87948078429282e-05"
"1503","uce-5068.nexus","694","2048","0.3388671875","30","1.81534248510635e-05"
"1504","uce-507.nexus","676","1840","0.367391304347826","50","2.03653875800994e-05"
"1505","uce-5074.nexus","698","1719","0.406050029086678","24","4.54354431888511e-05"
"1506","uce-5077.nexus","339","2077","0.163216177178623","54","7.23328718285368e-06"
"1507","uce-5080.nexus","910","1973","0.461226558540294","34","5.48724003406562e-05"
"1508","uce-5083.nexus","539","2004","0.268962075848303","48","0.000269358143128709"
"1509","uce-5084.nexus","715","1773","0.403271291596165","40","3.88179920653364e-05"
"1510","uce-5085.nexus","725","1722","0.421022067363531","30","1.24463758714769e-05"
"1511","uce-5086.nexus","754","1774","0.425028184892897","40","2.73935171921552e-05"
"1512","uce-5090.nexus","598","1402","0.426533523537803","36","3.80554974230546e-05"
"1513","uce-5093.nexus","625","1926","0.324506749740395","30","0.000163792619083244"
"1514","uce-510.nexus","657","1532","0.428851174934726","36","4.49902733012511e-05"
"1515","uce-5100.nexus","734","1683","0.43612596553773","38","8.9167871816486e-05"
"1516","uce-5101.nexus","714","1809","0.39469320066335","44","0.000138434936223167"
"1517","uce-5102.nexus","614","1353","0.453806356245381","64","7.90678384821994e-05"
"1518","uce-5103.nexus","907","1719","0.527632344386271","28","3.14851637608228e-05"
"1519","uce-5107.nexus","641","1482","0.432523616734143","32","3.47877220222044e-05"
"1520","uce-511.nexus","521","1809","0.288004422332781","38","3.35258003811439e-05"
"1521","uce-5110.nexus","816","1589","0.513530522341095","38","8.82038378497831e-05"
"1522","uce-5111.nexus","579","1388","0.417146974063401","52","0.000149980246508171"
"1523","uce-5114.nexus","722","1514","0.476882430647292","42","5.34845858740546e-05"
"1524","uce-5116.nexus","903","2018","0.447472745292369","36","1.78180349932955e-05"
"1525","uce-5118.nexus","682","1268","0.537854889589905","30","2.11276992670068e-05"
"1526","uce-512.nexus","625","1709","0.365710942071387","34","4.43599038257088e-05"
"1527","uce-5125.nexus","517","1939","0.266632284682826","44","9.1813787169402e-05"
"1528","uce-513.nexus","610","1895","0.321899736147757","42","1.85097820404523e-05"
"1529","uce-5130.nexus","275","612","0.449346405228758","62","0.000274771565529437"
"1530","uce-5133.nexus","787","1948","0.404004106776181","34","7.97416957419353e-05"
"1531","uce-5135.nexus","739","1472","0.502038043478261","44","4.15148585216622e-05"
"1532","uce-5136.nexus","836","1627","0.513829133374309","38","0.000247636009160566"
"1533","uce-5140.nexus","871","1798","0.484427141268076","38","5.02057272502189e-05"
"1534","uce-5142.nexus","715","1670","0.42814371257485","34","0.000120122411751848"
"1535","uce-5146.nexus","764","1941","0.393611540443071","32","3.84050151202844e-05"
"1536","uce-5147.nexus","583","1538","0.379063719115735","40","0.000207392878539874"
"1537","uce-5153.nexus","765","1868","0.409528907922912","40","1.31296894593069e-05"
"1538","uce-5156.nexus","599","1907","0.314105925537493","38","7.19988773557536e-05"
"1539","uce-5157.nexus","891","2033","0.438268568617806","38","3.33391146589123e-05"
"1540","uce-5158.nexus","520","1311","0.396643783371472","26","7.35361260845064e-05"
"1541","uce-516.nexus","775","1922","0.403225806451613","30","3.00975653151082e-05"
"1542","uce-5162.nexus","381","1073","0.355079217148183","46","0.000421374298874586"
"1543","uce-5164.nexus","608","1531","0.397126061397779","50","6.16031710103468e-05"
"1544","uce-5165.nexus","609","1793","0.339654210819855","44","1.69218188295364e-05"
"1545","uce-517.nexus","589","1892","0.311310782241015","34","4.11285789639565e-05"
"1546","uce-5173.nexus","663","1660","0.399397590361446","28","2.61146211284823e-05"
"1547","uce-5175.nexus","776","1950","0.397948717948718","42","3.29087457165802e-05"
"1548","uce-5176.nexus","739","1774","0.416572717023675","44","6.80384411703696e-05"
"1549","uce-5182.nexus","490","1199","0.408673894912427","42","0.000166960868134034"
"1550","uce-5185.nexus","602","1700","0.354117647058824","46","0.000257810410388532"
"1551","uce-5187.nexus","736","1998","0.368368368368368","58","2.41015141670756e-05"
"1552","uce-519.nexus","527","2075","0.253975903614458","30","1.82846334580341e-05"
"1553","uce-5190.nexus","773","1805","0.428254847645429","38","3.7491149340289e-05"
"1554","uce-5193.nexus","1032","1998","0.516516516516517","26","5.60223931407806e-05"
"1555","uce-52.nexus","863","1927","0.447846393357551","40","7.77449115836606e-05"
"1556","uce-520.nexus","481","1758","0.273606370875995","38","0.000162845478243735"
"1557","uce-5200.nexus","667","1928","0.345954356846473","30","2.53877704321859e-05"
"1558","uce-5210.nexus","816","1810","0.450828729281768","24","1.58749408591339e-05"
"1559","uce-5214.nexus","531","1774","0.299323562570462","38","5.115487301477e-05"
"1560","uce-5215.nexus","441","1548","0.284883720930233","52","0.000224519643006175"
"1561","uce-522.nexus","804","1918","0.419186652763295","28","4.64275453078061e-05"
"1562","uce-5221.nexus","753","1600","0.470625","32","0.000482934224385152"
"1563","uce-5223.nexus","738","1840","0.401086956521739","32","0.000211228677661629"
"1564","uce-5224.nexus","673","1720","0.391279069767442","32","4.42513789612012e-05"
"1565","uce-5226.nexus","773","1857","0.416262789445342","30","2.47753591980395e-05"
"1566","uce-5227.nexus","773","1583","0.48831332912192","30","4.40884829616073e-05"
"1567","uce-5228.nexus","481","1500","0.320666666666667","56","0.000185928704388664"
"1568","uce-5231.nexus","957","1903","0.502890173410405","20","0.000185269096531908"
"1569","uce-5234.nexus","988","1770","0.55819209039548","40","7.04858695226943e-05"
"1570","uce-5240.nexus","634","1934","0.327817993795243","60","2.21780770187344e-05"
"1571","uce-5244.nexus","701","1775","0.394929577464789","30","0.000128474609566619"
"1572","uce-5246.nexus","868","1915","0.453263707571802","26","5.07137518572625e-05"
"1573","uce-5250.nexus","694","1920","0.361458333333333","28","3.6197059961717e-05"
"1574","uce-5251.nexus","444","1771","0.250705815923207","54","0.000338553709011505"
"1575","uce-5258.nexus","311","1548","0.200904392764858","90","7.6475428836346e-05"
"1576","uce-5259.nexus","400","914","0.437636761487965","46","0.000839150960429723"
"1577","uce-526.nexus","756","1779","0.42495784148398","38","3.24006585539063e-05"
"1578","uce-5260.nexus","692","2046","0.33822091886608","34","2.51639408076884e-05"
"1579","uce-5261.nexus","751","1985","0.378337531486146","34","0.000150014602896137"
"1580","uce-5265.nexus","846","1771","0.477696216826652","34","3.34616312921963e-05"
"1581","uce-5267.nexus","600","1323","0.453514739229025","46","0.000455606218548953"
"1582","uce-5272.nexus","842","1817","0.463401210787012","24","2.47520666644836e-05"
"1583","uce-5277.nexus","729","1392","0.523706896551724","40","3.89613754641438e-05"
"1584","uce-5286.nexus","883","1873","0.471436198611853","34","6.39621940933509e-05"
"1585","uce-5287.nexus","912","1902","0.479495268138801","30","4.92070255678222e-05"
"1586","uce-5289.nexus","796","1774","0.448703494926719","46","7.16923386261497e-05"
"1587","uce-5290.nexus","595","1564","0.380434782608696","50","4.28396479496958e-05"
"1588","uce-5291.nexus","583","1450","0.402068965517241","34","7.06939146238336e-05"
"1589","uce-5292.nexus","317","906","0.349889624724062","44","0.000425357587740911"
"1590","uce-5293.nexus","503","2033","0.247417609444171","36","1.25222839872217e-05"
"1591","uce-5296.nexus","303","1190","0.254621848739496","62","0.0002573906216109"
"1592","uce-53.nexus","430","1517","0.28345418589321","46","2.80305655157617e-05"
"1593","uce-5300.nexus","894","1727","0.517660683265779","36","7.68432229028199e-05"
"1594","uce-5301.nexus","844","1903","0.443510246978455","38","6.18410532003282e-05"
"1595","uce-5305.nexus","279","1740","0.160344827586207","64","3.78929495279388e-06"
"1596","uce-5311.nexus","810","1701","0.476190476190476","32","4.8648997911064e-05"
"1597","uce-5314.nexus","882","1893","0.465927099841521","42","0.000154440450671997"
"1598","uce-5315.nexus","770","1800","0.427777777777778","38","3.96117161563609e-05"
"1599","uce-5316.nexus","1023","1898","0.538988408851423","40","0.000110256727568488"
"1600","uce-532.nexus","868","1933","0.449042938437662","32","2.93627724864412e-05"
"1601","uce-5321.nexus","725","1851","0.391680172879525","44","2.35745229945753e-05"
"1602","uce-5327.nexus","871","1752","0.497146118721461","38","3.80475000242606e-05"
"1603","uce-5331.nexus","863","1888","0.457097457627119","34","4.99183122265086e-05"
"1604","uce-534.nexus","547","1515","0.361056105610561","48","9.42701557359206e-05"
"1605","uce-5340.nexus","644","1725","0.373333333333333","20","0.000327094021288309"
"1606","uce-5344.nexus","603","1836","0.32843137254902","42","5.71461872381903e-05"
"1607","uce-5345.nexus","706","1873","0.376935397757608","28","3.30599811776171e-05"
"1608","uce-5349.nexus","827","1764","0.468820861678005","34","0.000183457057656386"
"1609","uce-535.nexus","358","1771","0.20214568040655","54","0.000196883931880835"
"1610","uce-5357.nexus","644","2030","0.317241379310345","40","4.1891848946536e-05"
"1611","uce-5371.nexus","704","1256","0.560509554140127","46","7.61778537348036e-05"
"1612","uce-5377.nexus","804","1668","0.482014388489209","34","6.30967001745261e-05"
"1613","uce-5379.nexus","801","1970","0.406598984771574","34","4.50114446383078e-05"
"1614","uce-538.nexus","429","1714","0.250291715285881","44","9.95129285906932e-06"
"1615","uce-5381.nexus","881","1842","0.47828447339848","22","0.000144352986394401"
"1616","uce-5383.nexus","682","2048","0.3330078125","42","2.15878279542452e-05"
"1617","uce-5385.nexus","700","1718","0.407450523864959","34","3.63377930846045e-05"
"1618","uce-539.nexus","731","2039","0.358509073075037","24","2.66406281538575e-05"
"1619","uce-5390.nexus","519","1462","0.35499316005472","62","0.000289830394315079"
"1620","uce-5391.nexus","678","2082","0.325648414985591","34","2.4272484536304e-05"
"1621","uce-5393.nexus","610","1877","0.324986680873735","28","3.29809773191853e-05"
"1622","uce-5394.nexus","893","1790","0.498882681564246","40","0.000153368973068597"
"1623","uce-54.nexus","878","1907","0.460409019402202","36","5.56461392846991e-05"
"1624","uce-5401.nexus","737","1954","0.377175025588536","38","9.16295336187273e-05"
"1625","uce-5402.nexus","1013","1904","0.53203781512605","38","4.46163983459834e-05"
"1626","uce-5404.nexus","908","1944","0.467078189300412","26","0.000173519303999365"
"1627","uce-5405.nexus","974","1775","0.548732394366197","40","2.76770737075082e-05"
"1628","uce-5407.nexus","671","2011","0.333664843361512","38","5.5802306954347e-05"
"1629","uce-541.nexus","689","2004","0.343812375249501","32","5.43601586411581e-05"
"1630","uce-5410.nexus","731","2021","0.361702127659574","46","3.46843415926693e-05"
"1631","uce-5411.nexus","783","1787","0.438164521544488","32","4.13570163517465e-05"
"1632","uce-5416.nexus","552","1473","0.374745417515275","38","1.47832592315464e-05"
"1633","uce-5419.nexus","833","1845","0.451490514905149","24","4.14234034827367e-05"
"1634","uce-5425.nexus","440","1986","0.221550855991944","42","2.72869270958384e-05"
"1635","uce-5426.nexus","652","1689","0.386027235050326","36","5.91145868527839e-05"
"1636","uce-5427.nexus","853","1630","0.523312883435583","40","0.000284540020400505"
"1637","uce-5429.nexus","605","1849","0.327203893996755","42","1.05359197029503e-05"
"1638","uce-5433.nexus","693","2017","0.343579573624194","38","3.24294866210506e-05"
"1639","uce-5438.nexus","883","1924","0.458939708939709","42","0.000136904885705728"
"1640","uce-544.nexus","859","1931","0.444847229414811","38","4.18425175655003e-05"
"1641","uce-5440.nexus","752","1790","0.420111731843575","38","1.2478917908499e-05"
"1642","uce-5441.nexus","609","1449","0.420289855072464","32","0.000433981530408968"
"1643","uce-5442.nexus","765","1510","0.506622516556291","28","8.00841192256754e-05"
"1644","uce-5443.nexus","801","1961","0.408465068842427","40","3.52160733549461e-05"
"1645","uce-5445.nexus","819","1879","0.435870143693454","28","2.64101504780928e-05"
"1646","uce-5446.nexus","831","1671","0.497307001795332","48","6.24854108333201e-05"
"1647","uce-5447.nexus","428","1523","0.281024294156271","68","8.90404742435749e-05"
"1648","uce-545.nexus","706","1694","0.416765053128689","44","0.000460499203118763"
"1649","uce-5453.nexus","621","1393","0.445800430725054","44","3.61989547876014e-05"
"1650","uce-5456.nexus","778","1899","0.409689310163244","20","2.51379826154461e-05"
"1651","uce-5457.nexus","666","1690","0.394082840236686","34","0.000147538851429246"
"1652","uce-5459.nexus","644","1769","0.364047484454494","40","9.22588478526661e-05"
"1653","uce-546.nexus","702","1957","0.358712314767501","48","6.01269714170981e-05"
"1654","uce-5464.nexus","334","1438","0.232267037552156","56","0.000334159979867456"
"1655","uce-5469.nexus","862","1658","0.519903498190591","36","7.5232822268748e-05"
"1656","uce-547.nexus","452","1568","0.288265306122449","36","3.82448223479362e-05"
"1657","uce-5475.nexus","994","1736","0.57258064516129","38","6.61504922056668e-05"
"1658","uce-5476.nexus","720","1649","0.436628259551243","36","2.69046057858401e-05"
"1659","uce-5477.nexus","1041","1935","0.537984496124031","32","6.32773181413553e-05"
"1660","uce-5479.nexus","754","1621","0.465144972239358","28","7.31370294152096e-05"
"1661","uce-5481.nexus","688","1806","0.380952380952381","50","2.78869405282107e-05"
"1662","uce-5497.nexus","559","1463","0.382091592617908","46","4.38081431036492e-05"
"1663","uce-5498.nexus","784","1934","0.405377456049638","28","8.76396187899841e-05"
"1664","uce-55.nexus","807","1740","0.463793103448276","28","5.59299721471698e-05"
"1665","uce-550.nexus","623","1487","0.418964357767317","32","2.70409224886028e-05"
"1666","uce-5505.nexus","308","1947","0.15819209039548","52","1.31284246473071e-05"
"1667","uce-5512.nexus","688","1370","0.502189781021898","38","0.000139418320210134"
"1668","uce-5518.nexus","418","1399","0.298784846318799","44","6.56116552606963e-05"
"1669","uce-5521.nexus","924","1996","0.462925851703407","32","6.81354711471333e-05"
"1670","uce-5522.nexus","934","1777","0.525604952166573","32","6.59853928660551e-05"
"1671","uce-5528.nexus","618","1658","0.372738238841978","32","5.53290045376804e-05"
"1672","uce-553.nexus","652","1687","0.386484884410196","38","2.47246171327839e-05"
"1673","uce-5532.nexus","609","1681","0.362284354550863","38","3.62479447816076e-05"
"1674","uce-5534.nexus","401","1454","0.275790921595598","40","8.34833982581435e-05"
"1675","uce-5539.nexus","686","1478","0.464140730717185","30","0.000238517361769715"
"1676","uce-554.nexus","556","2054","0.270691333982473","34","1.84362758529585e-05"
"1677","uce-5541.nexus","644","2041","0.315531602155806","26","5.43374445120501e-05"
"1678","uce-5555.nexus","919","1781","0.516002245929253","26","6.60138314692456e-05"
"1679","uce-5559.nexus","898","1843","0.487249050461205","34","8.28708764574461e-05"
"1680","uce-5560.nexus","876","1802","0.486126526082131","36","5.62596602164268e-05"
"1681","uce-5568.nexus","647","1376","0.470203488372093","28","0.000158285847776744"
"1682","uce-557.nexus","686","2014","0.340615690168818","34","1.48715943947713e-05"
"1683","uce-5570.nexus","649","1489","0.435862995298858","48","3.12529099833647e-05"
"1684","uce-5577.nexus","403","2078","0.193936477382098","46","1.83045169724168e-05"
"1685","uce-558.nexus","647","2020","0.32029702970297","26","5.03218918262934e-05"
"1686","uce-5581.nexus","535","2001","0.267366316841579","38","1.55969036710776e-05"
"1687","uce-5584.nexus","547","1629","0.335788827501535","38","0.000323656803593865"
"1688","uce-5589.nexus","674","1783","0.378014582164891","36","4.99823489536926e-05"
"1689","uce-5593.nexus","689","1273","0.541241162608013","30","0.000445055887300798"
"1690","uce-5597.nexus","617","1939","0.318205260443528","46","2.13557414482978e-05"
"1691","uce-5598.nexus","775","2007","0.386148480318884","38","3.08305658456925e-05"
"1692","uce-5599.nexus","451","1743","0.258749282845668","46","7.83990597679345e-05"
"1693","uce-5600.nexus","631","1838","0.343307943416757","30","3.68755237390828e-05"
"1694","uce-5606.nexus","367","2075","0.176867469879518","36","1.08912883134996e-05"
"1695","uce-5609.nexus","877","1791","0.489670575097711","32","0.000179403349544339"
"1696","uce-5611.nexus","850","1852","0.458963282937365","36","2.90005551709903e-05"
"1697","uce-5615.nexus","825","2016","0.40922619047619","36","1.79118937661636e-05"
"1698","uce-5619.nexus","661","1941","0.340546110252447","38","2.16381239457562e-05"
"1699","uce-5620.nexus","630","1304","0.483128834355828","30","0.000563273380923549"
"1700","uce-5623.nexus","871","1856","0.469288793103448","30","6.4014041711183e-05"
"1701","uce-5625.nexus","760","1743","0.436029833620195","30","3.65511663816744e-05"
"1702","uce-5627.nexus","326","1181","0.276037256562235","44","0.000258797254875974"
