"","loc","Tre","seq.len","var.sites","var.frac","lambda","log10lambda","LR","RF","p","df"
"1436","uce-4977.nexus","uce-4977.treefile","1602","697","0.435081148564295","100","2","35803.1325513142","28","0","58"
"1437","uce-4978.nexus","uce-4978.treefile","1796","727","0.404788418708241","100","2","44037.5724505091","18","0","58"
"1438","uce-4980.nexus","uce-4980.treefile","1830","526","0.287431693989071","100","2","54629.1456519635","20","0","58"
"1439","uce-4981.nexus","uce-4981.treefile","1872","592","0.316239316239316","100","2","58729.7178891012","28","0","58"
"1440","uce-4986.nexus","uce-4986.treefile","1803","597","0.331114808652246","100","2","29497.7665611319","28","0","58"
"1441","uce-4988.nexus","uce-4988.treefile","2009","920","0.457939273270284","1","0","56620.5455295599","20","0","58"
"1442","uce-499.nexus","uce-499.treefile","1441","462","0.320610687022901","1","0","39709.8777794047","28","0","58"
"1443","uce-4990.nexus","uce-4990.treefile","1843","689","0.373846988605534","100","2","46127.4832855418","22","0","58"
"1444","uce-4993.nexus","uce-4993.treefile","2004","595","0.296906187624751","100","2","52017.6071157763","16","0","58"
"1445","uce-4995.nexus","uce-4995.treefile","1901","737","0.387690689110994","100","2","37486.085845643","22","0","58"
"1446","uce-4998.nexus","uce-4998.treefile","1929","548","0.284085018144116","100","2","54674.7449715106","26","0","58"
"1447","uce-4999.nexus","uce-4999.treefile","1817","961","0.528893780957622","100","2","44974.5635253791","24","0","58"
"1448","uce-5003.nexus","uce-5003.treefile","1798","391","0.217463848720801","100","2","52821.0137313986","30","0","58"
"1449","uce-5005.nexus","uce-5005.treefile","1949","791","0.405849153412006","100","2","41477.771812839","20","0","58"
"1450","uce-5008.nexus","uce-5008.treefile","1548","802","0.518087855297158","0.001","-3","38521.4332502813","12","0","58"
"1451","uce-5012.nexus","uce-5012.treefile","1947","965","0.495634309193631","0.001","-3","58416.4490403753","16","0","58"
"1452","uce-5013.nexus","uce-5013.treefile","1894","776","0.409714889123548","100","2","37735.9833472066","22","0","58"
"1453","uce-5019.nexus","uce-5019.treefile","1913","703","0.367485624673288","100","2","44637.4291656115","20","0","58"
"1454","uce-5021.nexus","uce-5021.treefile","1724","607","0.352088167053364","100","2","42969.3665763741","38","0","58"
"1455","uce-5022.nexus","uce-5022.treefile","1985","821","0.41360201511335","100","2","43296.4939176328","24","0","58"
"1456","uce-5025.nexus","uce-5025.treefile","2005","867","0.432418952618454","0.001","-3","60687.6273459426","30","0","58"
"1457","uce-5028.nexus","uce-5028.treefile","2068","449","0.217117988394584","100","2","58681.0840730218","24","0","58"
"1458","uce-5029.nexus","uce-5029.treefile","1442","716","0.496532593619972","100","2","36603.3072286954","24","0","58"
"1459","uce-5031.nexus","uce-5031.treefile","1885","904","0.479575596816976","100","2","41797.2170562739","20","0","58"
"1460","uce-5032.nexus","uce-5032.treefile","1868","1040","0.556745182012848","100","2","40070.0319820268","16","0","58"
"1461","uce-5034.nexus","uce-5034.treefile","1699","718","0.422601530311948","100","2","35267.2222400102","12","0","58"
"1462","uce-5035.nexus","uce-5035.treefile","1996","753","0.377254509018036","0.001","-3","68304.1576107632","20","0","58"
"1463","uce-5038.nexus","uce-5038.treefile","1847","703","0.380617217108825","100","2","47803.6684453399","24","0","58"
"1464","uce-5039.nexus","uce-5039.treefile","1746","577","0.330469644902635","1","0","28040.540215745","24","0","58"
"1465","uce-5040.nexus","uce-5040.treefile","1490","684","0.459060402684564","100","2","36105.0467887288","16","0","58"
"1466","uce-5041.nexus","uce-5041.treefile","736","213","0.289402173913043","0.001","-3","20338.7758161532","36","0","58"
"1467","uce-5044.nexus","uce-5044.treefile","1994","718","0.360080240722166","100","2","48190.694511242","18","0","58"
"1468","uce-5050.nexus","uce-5050.treefile","1281","436","0.340359094457455","1","0","32072.5862763198","40","0","58"
"1469","uce-5053.nexus","uce-5053.treefile","2013","709","0.352210630899155","1","0","56377.2447945488","22","0","58"
"1470","uce-5063.nexus","uce-5063.treefile","1274","505","0.396389324960754","100","2","26205.5004681636","26","0","58"
"1471","uce-5065.nexus","uce-5065.treefile","1216","636","0.523026315789474","0.001","-3","34573.1051257542","20","0","58"
"1472","uce-5068.nexus","uce-5068.treefile","2048","686","0.3349609375","100","2","57171.6614028335","22","0","58"
"1473","uce-507.nexus","uce-507.treefile","1840","664","0.360869565217391","1","0","54652.1666472364","22","0","58"
"1474","uce-5074.nexus","uce-5074.treefile","1719","688","0.400232693426411","100","2","43314.0102112063","20","0","58"
"1475","uce-5077.nexus","uce-5077.treefile","2077","335","0.161290322580645","0.001","-3","61824.4541666661","30","0","58"
"1476","uce-5080.nexus","uce-5080.treefile","1973","897","0.454637607704004","100","2","34488.5611604524","22","0","58"
"1477","uce-5083.nexus","uce-5083.treefile","2004","533","0.265968063872255","1","0","50885.2879129968","28","0","58"
"1478","uce-5084.nexus","uce-5084.treefile","1773","703","0.396503102086858","100","2","44270.0213542783","22","0","58"
"1479","uce-5085.nexus","uce-5085.treefile","1722","717","0.416376306620209","100","2","41119.2690452015","14","0","58"
"1480","uce-5086.nexus","uce-5086.treefile","1774","747","0.42108229988726","100","2","40610.6527886636","28","0","58"
"1481","uce-5093.nexus","uce-5093.treefile","1926","617","0.320353063343718","100","2","44460.1259052006","22","0","58"
"1482","uce-5097.nexus","uce-5097.treefile","1788","913","0.510626398210291","1","0","33949.8918568165","22","0","58"
"1483","uce-510.nexus","uce-510.treefile","1532","651","0.424934725848564","100","2","30080.4016399086","16","0","58"
"1484","uce-5100.nexus","uce-5100.treefile","1683","729","0.433155080213904","100","2","41205.9511309837","16","0","58"
"1485","uce-5101.nexus","uce-5101.treefile","1809","700","0.386954118297402","100","2","33323.2821486589","18","0","58"
"1486","uce-5102.nexus","uce-5102.treefile","1353","611","0.451589061345159","100","2","34206.8894278148","32","0","58"
"1487","uce-5103.nexus","uce-5103.treefile","1719","899","0.522978475858057","100","2","37973.0085965634","14","0","58"
"1488","uce-5107.nexus","uce-5107.treefile","1482","635","0.428475033738192","100","2","28147.7059945786","22","0","58"
"1489","uce-511.nexus","uce-511.treefile","1809","515","0.284687672747374","1","0","59200.5580063059","26","0","58"
"1490","uce-5110.nexus","uce-5110.treefile","1589","808","0.508495909376967","100","2","38858.222935471","18","0","58"
"1491","uce-5111.nexus","uce-5111.treefile","1388","572","0.412103746397695","1","0","30451.3974691935","34","0","58"
"1492","uce-5114.nexus","uce-5114.treefile","1514","709","0.468295904887715","100","2","38338.6788863889","24","0","58"
"1493","uce-5116.nexus","uce-5116.treefile","2018","891","0.441526263627354","0.001","-3","61752.4018903682","18","0","58"
"1494","uce-5118.nexus","uce-5118.treefile","1268","676","0.533123028391167","1","0","27914.1072323985","14","0","58"
"1495","uce-512.nexus","uce-512.treefile","1709","619","0.362200117027501","100","2","46687.1369910606","24","0","58"
"1496","uce-5125.nexus","uce-5125.treefile","1939","516","0.266116554925219","100","2","50098.8742150514","20","0","58"
"1497","uce-513.nexus","uce-513.treefile","1895","602","0.317678100263852","0.001","-3","62041.7838201799","22","0","58"
"1498","uce-5130.nexus","uce-5130.treefile","612","275","0.449346405228758","1","0","15861.5077203475","52","0","58"
"1499","uce-5133.nexus","uce-5133.treefile","1948","780","0.40041067761807","100","2","42787.2637903827","20","0","58"
"1500","uce-5135.nexus","uce-5135.treefile","1472","726","0.49320652173913","100","2","37638.8515866878","28","0","58"
"1501","uce-5136.nexus","uce-5136.treefile","1627","826","0.507682851874616","100","2","39361.8044293571","24","0","58"
"1502","uce-5140.nexus","uce-5140.treefile","1798","863","0.479977753058954","100","2","33789.8336178183","20","0","58"
"1503","uce-5142.nexus","uce-5142.treefile","1670","707","0.423353293413174","100","2","32043.2375723741","16","0","58"
"1504","uce-5146.nexus","uce-5146.treefile","1941","759","0.391035548686244","100","2","45196.0833088951","16","0","58"
"1505","uce-5147.nexus","uce-5147.treefile","1538","579","0.376462938881664","100","2","39397.4012033797","24","0","58"
"1506","uce-5156.nexus","uce-5156.treefile","1907","595","0.312008390141584","100","2","48606.2124061689","26","0","58"
"1507","uce-5157.nexus","uce-5157.treefile","2033","879","0.432365961633055","100","2","44018.6597961325","20","0","58"
"1508","uce-5158.nexus","uce-5158.treefile","1311","516","0.393592677345538","0.001","-3","37854.5211883383","16","0","58"
"1509","uce-516.nexus","uce-516.treefile","1922","762","0.396462018730489","0.001","-3","55150.1016068973","16","0","58"
"1510","uce-5162.nexus","uce-5162.treefile","1073","383","0.356943150046598","100","2","19688.9351197768","32","0","58"
"1511","uce-5164.nexus","uce-5164.treefile","1531","596","0.389288047028086","100","2","39429.5954933526","30","0","58"
"1512","uce-5165.nexus","uce-5165.treefile","1793","601","0.335192414947016","100","2","46324.5579758762","26","0","58"
"1513","uce-517.nexus","uce-517.treefile","1892","586","0.309725158562368","0.001","-3","60513.0068327093","24","0","58"
"1514","uce-5173.nexus","uce-5173.treefile","1660","656","0.395180722891566","100","2","37149.9941792015","18","0","58"
"1515","uce-5175.nexus","uce-5175.treefile","1950","763","0.391282051282051","100","2","54709.1077131845","28","0","58"
"1516","uce-5176.nexus","uce-5176.treefile","1774","730","0.411499436302142","1","0","54107.5806730573","26","0","58"
"1517","uce-5182.nexus","uce-5182.treefile","1199","485","0.404503753127606","1","0","29423.432169439","28","0","58"
"1518","uce-5185.nexus","uce-5185.treefile","1700","599","0.352352941176471","100","2","42853.4681063441","30","0","58"
"1519","uce-5187.nexus","uce-5187.treefile","1998","729","0.364864864864865","100","2","51993.0704145415","34","0","58"
"1520","uce-519.nexus","uce-519.treefile","2075","523","0.252048192771084","100","2","59289.7582930977","16","0","58"
"1521","uce-5190.nexus","uce-5190.treefile","1805","764","0.423268698060942","1","0","52907.6920820961","18","0","58"
"1522","uce-5193.nexus","uce-5193.treefile","1998","1020","0.510510510510511","100","2","39520.1973119668","14","0","58"
"1523","uce-52.nexus","uce-52.treefile","1927","857","0.444732745199792","100","2","43919.0456207615","26","0","58"
"1524","uce-520.nexus","uce-520.treefile","1758","477","0.271331058020478","100","2","43714.6577126843","24","0","58"
"1525","uce-5200.nexus","uce-5200.treefile","1928","665","0.344917012448133",NA,NA,NA,"20",NA,"58"
"1526","uce-5210.nexus","uce-5210.treefile","1810","807","0.44585635359116","1","0","47217.0020097251","18","0","58"
"1527","uce-5214.nexus","uce-5214.treefile","1774","526","0.296505073280722","0.001","-3","58181.3642582557","26","0","58"
"1528","uce-5215.nexus","uce-5215.treefile","1548","435","0.281007751937984","0.001","-3","46287.7015041526","30","0","58"
"1529","uce-522.nexus","uce-522.treefile","1918","808","0.421272158498436","100","2","41811.8317445633","18","0","58"
"1530","uce-5221.nexus","uce-5221.treefile","1600","744","0.465","100","2","32969.1323204422","20","0","58"
"1531","uce-5223.nexus","uce-5223.treefile","1840","731","0.397282608695652","100","2","44969.9292915378","12","0","58"
"1532","uce-5224.nexus","uce-5224.treefile","1720","663","0.38546511627907","100","2","38890.7454680759","16","0","58"
"1533","uce-5226.nexus","uce-5226.treefile","1857","764","0.411416262789445","100","2","40252.5794862213","20","0","58"
"1534","uce-5227.nexus","uce-5227.treefile","1583","768","0.485154769425142","100","2","38989.9034281539","8","0","58"
"1535","uce-5228.nexus","uce-5228.treefile","1500","476","0.317333333333333","100","2","37015.6845759604","40","0","58"
"1536","uce-5231.nexus","uce-5231.treefile","1903","946","0.497109826589595","100","2","36569.9896173795","12","0","58"
"1537","uce-5234.nexus","uce-5234.treefile","1770","976","0.551412429378531","100","2","44438.2032937855","16","0","58"
"1538","uce-5244.nexus","uce-5244.treefile","1775","693","0.390422535211268","1","0","47161.9639020382","18","0","58"
"1539","uce-5246.nexus","uce-5246.treefile","1915","863","0.45065274151436","100","2","47914.4991221941","16","0","58"
"1540","uce-5250.nexus","uce-5250.treefile","1920","683","0.355729166666667","100","2","54507.9059298048","20","0","58"
"1541","uce-5251.nexus","uce-5251.treefile","1771","438","0.247317899491813","100","2","51093.9361321021","32","0","58"
"1542","uce-5258.nexus","uce-5258.treefile","1548","307","0.198320413436693",NA,NA,NA,"54",NA,"58"
"1543","uce-5259.nexus","uce-5259.treefile","914","399","0.436542669584245","100","2","19603.5993361863","26","0","58"
"1544","uce-526.nexus","uce-526.treefile","1779","749","0.421023046655424","100","2","33883.77440606","24","0","58"
"1545","uce-5260.nexus","uce-5260.treefile","2046","685","0.334799608993157","0.001","-3","62575.073019608","24","0","58"
"1546","uce-5261.nexus","uce-5261.treefile","1985","762","0.383879093198992","0.001","-3","59319.956085072","26","0","58"
"1547","uce-5265.nexus","uce-5265.treefile","1771","841","0.474872953133823","0.001","-3","48292.6606155048","22","0","58"
"1548","uce-5267.nexus","uce-5267.treefile","1323","593","0.44822373393802","100","2","32835.8876139924","22","0","58"
"1549","uce-5272.nexus","uce-5272.treefile","1817","838","0.461199779856907","0.001","-3","51573.0673876173","16","0","58"
"1550","uce-5277.nexus","uce-5277.treefile","1392","716","0.514367816091954","1","0","37214.8882768547","24","0","58"
"1551","uce-5286.nexus","uce-5286.treefile","1873","873","0.466097170315003","100","2","41147.0170850409","24","0","58"
"1552","uce-5287.nexus","uce-5287.treefile","1902","901","0.473711882229232","100","2","45879.3882439364","16","0","58"
"1553","uce-5289.nexus","uce-5289.treefile","1774","787","0.443630214205186","0.001","-3","51351.2741633842","32","0","58"
"1554","uce-5290.nexus","uce-5290.treefile","1564","587","0.375319693094629","100","2","33694.5402662769","36","0","58"
"1555","uce-5291.nexus","uce-5291.treefile","1450","581","0.400689655172414","1","0","35887.6083747487","24","0","58"
"1556","uce-5292.nexus","uce-5292.treefile","906","314","0.346578366445916","100","2","16556.6466560277","30","0","58"
"1557","uce-5293.nexus","uce-5293.treefile","2033","499","0.245450073782587","1","0","64787.3068117822","20","0","58"
"1558","uce-5296.nexus","uce-5296.treefile","1190","299","0.251260504201681","1","0","32846.4804480339","44","0","58"
"1559","uce-53.nexus","uce-53.treefile","1517","426","0.280817402768622","1","0","51169.9670168527","32","0","58"
"1560","uce-5300.nexus","uce-5300.treefile","1727","889","0.514765489287782","100","2","36801.0468803664","18","0","58"
"1561","uce-5301.nexus","uce-5301.treefile","1903","832","0.437204414083027","1","0","54279.5305546952","28","0","58"
"1562","uce-5305.nexus","uce-5305.treefile","1740","276","0.158620689655172","100","2","46292.01653359","46","0","58"
"1563","uce-5311.nexus","uce-5311.treefile","1701","800","0.470311581422693","100","2","39945.5555594725","16","0","58"
"1564","uce-5314.nexus","uce-5314.treefile","1893","874","0.461701003697834","100","2","50272.0108599786","30","0","58"
"1565","uce-5315.nexus","uce-5315.treefile","1800","763","0.423888888888889","100","2","46109.3511614251","26","0","58"
"1566","uce-5316.nexus","uce-5316.treefile","1898","1017","0.535827186512118","0.001","-3","51618.4738461855","22","0","58"
"1567","uce-532.nexus","uce-532.treefile","1933","863","0.446456285566477","100","2","42277.7498206568","14","0","58"
"1568","uce-5321.nexus","uce-5321.treefile","1851","717","0.387358184764992","0.001","-3","59208.8906835668","28","0","58"
"1569","uce-5327.nexus","uce-5327.treefile","1752","864","0.493150684931507","100","2","33665.4303055466","28","0","58"
"1570","uce-5331.nexus","uce-5331.treefile","1888","856","0.453389830508475","100","2","38098.6969857224","12","0","58"
"1571","uce-534.nexus","uce-534.treefile","1515","542","0.357755775577558","100","2","40749.1574080055","34","0","58"
"1572","uce-5340.nexus","uce-5340.treefile","1725","640","0.371014492753623","100","2","43656.6573566886","16","0","58"
"1573","uce-5344.nexus","uce-5344.treefile","1836","600","0.326797385620915","100","2","50322.2103933767","18","0","58"
"1574","uce-5345.nexus","uce-5345.treefile","1873","691","0.368926855312333","0.001","-3","48962.3517980104","20","0","58"
"1575","uce-535.nexus","uce-535.treefile","1771","355","0.200451722190853","0.001","-3","50596.1351172206","32","0","58"
"1576","uce-5357.nexus","uce-5357.treefile","2030","639","0.314778325123153","100","2","56150.2451335076","26","0","58"
"1577","uce-5369.nexus","uce-5369.treefile","1663","647","0.389055923030667",NA,NA,NA,"28",NA,"58"
"1578","uce-5371.nexus","uce-5371.treefile","1256","701","0.55812101910828","100","2","27548.1664089764","28","0","58"
"1579","uce-5377.nexus","uce-5377.treefile","1668","798","0.47841726618705","100","2","39133.1042442032","24","0","58"
"1580","uce-5379.nexus","uce-5379.treefile","1970","799","0.405583756345178","100","2","52033.1388764716","22","0","58"
"1581","uce-538.nexus","uce-538.treefile","1714","426","0.248541423570595","100","2","50739.4442809499","28","0","58"
"1582","uce-5381.nexus","uce-5381.treefile","1842","872","0.473398479913138","100","2","46762.0085804371","12","0","58"
"1583","uce-5383.nexus","uce-5383.treefile","2048","672","0.328125","1","0","67374.4910571591","24","0","58"
"1584","uce-5385.nexus","uce-5385.treefile","1718","698","0.406286379511059","100","2","46207.7921745542","22","0","58"
"1585","uce-539.nexus","uce-539.treefile","2039","726","0.356056890632663","100","2","48813.9842052025","14","0","58"
"1586","uce-5390.nexus","uce-5390.treefile","1462","511","0.349521203830369","100","2","40891.7009890362","46","0","58"
"1587","uce-5391.nexus","uce-5391.treefile","2082","674","0.323727185398655","100","2","56121.3164479634","18","0","58"
"1588","uce-5393.nexus","uce-5393.treefile","1877","601","0.320191795418221","100","2","49270.9169040164","18","0","58"
"1589","uce-5394.nexus","uce-5394.treefile","1790","890","0.497206703910615","1","0","46080.6300573975","20","0","58"
"1590","uce-54.nexus","uce-54.treefile","1907","870","0.456213948610383","1","0","43837.0727407891","24","0","58"
"1591","uce-5401.nexus","uce-5401.treefile","1954","727","0.372057318321392","100","2","52390.1124124277","26","0","58"
"1592","uce-5402.nexus","uce-5402.treefile","1904","1001","0.525735294117647","100","2","46629.5253265026","26","0","58"
"1593","uce-5404.nexus","uce-5404.treefile","1944","899","0.462448559670782","100","2","43233.1129844907","14","0","58"
"1594","uce-5405.nexus","uce-5405.treefile","1775","967","0.544788732394366","100","2","29864.8737695312","24","0","58"
"1595","uce-5407.nexus","uce-5407.treefile","2011","666","0.331178518150174","1","0","63229.9187047434","26","0","58"
"1596","uce-541.nexus","uce-541.treefile","2004","683","0.340818363273453","0.001","-3","60612.5526954918","24","0","58"
"1597","uce-5410.nexus","uce-5410.treefile","2021","722","0.357248886689758","100","2","53730.2269130856","30","0","58"
"1598","uce-5411.nexus","uce-5411.treefile","1787","780","0.436485730274203","100","2","43166.5534547892","22","0","58"
"1599","uce-5416.nexus","uce-5416.treefile","1473","543","0.368635437881874","0.001","-3","47153.3874809542","20","0","58"
"1600","uce-5419.nexus","uce-5419.treefile","1845","828","0.448780487804878","100","2","40996.7821864834","10","0","58"
"1601","uce-5425.nexus","uce-5425.treefile","1986","435","0.219033232628399","100","2","55887.4086634537","26","0","58"
"1602","uce-5426.nexus","uce-5426.treefile","1689","641","0.37951450562463","100","2","43595.8855242447","20","0","58"
"1603","uce-5427.nexus","uce-5427.treefile","1630","851","0.522085889570552","100","2","42018.0979208398","22","0","58"
"1604","uce-5429.nexus","uce-5429.treefile","1849","598","0.32341806381828","100","2","51163.476235144","26","0","58"
"1605","uce-5433.nexus","uce-5433.treefile","2017","690","0.342092216162618","0.001","-3","59419.3424206035","26","0","58"
"1606","uce-5438.nexus","uce-5438.treefile","1924","877","0.455821205821206","100","2","47201.589263125","18","0","58"
"1607","uce-544.nexus","uce-544.treefile","1931","853","0.441740031071983","100","2","43290.3895224675","22","0","58"
"1608","uce-5440.nexus","uce-5440.treefile","1790","742","0.414525139664804","100","2","49724.5243237385","20","0","58"
"1609","uce-5441.nexus","uce-5441.treefile","1449","606","0.418219461697723","100","2","30494.4578915442","16","0","58"
"1610","uce-5442.nexus","uce-5442.treefile","1510","759","0.502649006622517","100","2","36877.752932649","22","0","58"
"1611","uce-5443.nexus","uce-5443.treefile","1961","797","0.406425293217746","100","2","55610.8167745023","26","0","58"
"1612","uce-5445.nexus","uce-5445.treefile","1879","810","0.431080361894625","1","0","47298.6197766874","12","0","58"
"1613","uce-5446.nexus","uce-5446.treefile","1671","820","0.490724117295033","0.001","-3","44934.164090361","26","0","58"
"1614","uce-5447.nexus","uce-5447.treefile","1523","425","0.279054497701904","100","2","42257.7848494837","44","0","58"
"1615","uce-545.nexus","uce-545.treefile","1694","698","0.412042502951594","100","2","46312.0176438568","24","0","58"
"1616","uce-5453.nexus","uce-5453.treefile","1393","613","0.440057430007179","100","2","18287.7690379526","24","0","58"
"1617","uce-5456.nexus","uce-5456.treefile","1899","768","0.404423380726698","100","2","50832.0700912295","8","0","58"
"1618","uce-5457.nexus","uce-5457.treefile","1690","662","0.391715976331361","0.001","-3","43329.1537912475","24","0","58"
"1619","uce-5459.nexus","uce-5459.treefile","1769","642","0.362916902204635","100","2","44215.287749904","34","0","58"
"1620","uce-546.nexus","uce-546.treefile","1957","697","0.356157383750639","100","2","56886.4011541062","28","0","58"
"1621","uce-5469.nexus","uce-5469.treefile","1658","857","0.516887816646562","100","2","35241.9123607318","22","0","58"
"1622","uce-547.nexus","uce-547.treefile","1568","448","0.285714285714286","0.001","-3","48090.1738179436","22","0","58"
"1623","uce-5471.nexus","uce-5471.treefile","1653","685","0.414398064125832",NA,NA,NA,"28",NA,"58"
"1624","uce-5475.nexus","uce-5475.treefile","1736","987","0.568548387096774","100","2","33624.4412996571","28","0","58"
"1625","uce-5476.nexus","uce-5476.treefile","1649","710","0.430563978168587","100","2","41094.7382372865","22","0","58"
"1626","uce-5477.nexus","uce-5477.treefile","1935","1034","0.534366925064599","100","2","41212.0755143241","20","0","58"
"1627","uce-5479.nexus","uce-5479.treefile","1621","754","0.465144972239358","100","2","36158.1831674647","18","0","58"
"1628","uce-5481.nexus","uce-5481.treefile","1806","679","0.375968992248062","100","2","44409.9966261144","28","0","58"
"1629","uce-5483.nexus","uce-5483.treefile","1868","761","0.407387580299786","100","2","49517.8928066233","22","0","58"
"1630","uce-5497.nexus","uce-5497.treefile","1463","555","0.379357484620643","100","2","33342.0522922748","28","0","58"
"1631","uce-5498.nexus","uce-5498.treefile","1934","777","0.401758014477766","0.001","-3","56723.1151592601","14","0","58"
"1632","uce-55.nexus","uce-55.treefile","1740","802","0.460919540229885","100","2","41136.4916480286","14","0","58"
"1633","uce-550.nexus","uce-550.treefile","1487","616","0.414256893073302","0.001","-3","44829.0891565047","16","0","58"
"1634","uce-5505.nexus","uce-5505.treefile","1947","304","0.156137647663071","100","2","53761.8341834908","30","0","58"
"1635","uce-5512.nexus","uce-5512.treefile","1370","681","0.497080291970803","100","2","29810.0460010123","22","0","58"
"1636","uce-5518.nexus","uce-5518.treefile","1399","412","0.294496068620443","100","2","30687.2085823432","28","0","58"
"1637","uce-5521.nexus","uce-5521.treefile","1996","918","0.459919839679359","100","2","40392.6654614065","20","0","58"
"1638","uce-5522.nexus","uce-5522.treefile","1777","924","0.519977490151942","100","2","44981.7841670864","16","0","58"
"1639","uce-5528.nexus","uce-5528.treefile","1658","616","0.371531966224367","100","2","40162.1716454937","22","0","58"
"1640","uce-553.nexus","uce-553.treefile","1687","644","0.381742738589212","100","2","43712.8730481044","22","0","58"
"1641","uce-5532.nexus","uce-5532.treefile","1681","597","0.355145746579417","100","2","40775.4430299131","26","0","58"
"1642","uce-5534.nexus","uce-5534.treefile","1454","392","0.269601100412655",NA,NA,NA,"24",NA,"58"
"1643","uce-5539.nexus","uce-5539.treefile","1478","679","0.459404600811908","100","2","26426.1780419172","14","0","58"
"1644","uce-554.nexus","uce-554.treefile","2054","555","0.270204479065239","100","2","65683.9725314451","22","0","58"
"1645","uce-5541.nexus","uce-5541.treefile","2041","639","0.313081822635963","0.001","-3","61927.1521834","16","0","58"
"1646","uce-5555.nexus","uce-5555.treefile","1781","913","0.51263335204941","100","2","38990.6544903692","20","0","58"
"1647","uce-5559.nexus","uce-5559.treefile","1843","905","0.491047205642973","100","2","41565.8818287555","20","0","58"
"1648","uce-5560.nexus","uce-5560.treefile","1802","870","0.482796892341842","100","2","36020.0674067251","16","0","58"
"1649","uce-5568.nexus","uce-5568.treefile","1376","640","0.465116279069767","100","2","36176.1055221608","20","0","58"
"1650","uce-557.nexus","uce-557.treefile","2014","679","0.337140019860973","100","2","44914.7308782791","16","0","58"
"1651","uce-5570.nexus","uce-5570.treefile","1489","639","0.429147078576226","0.001","-3","44566.9745465983","36","0","58"
"1652","uce-5577.nexus","uce-5577.treefile","2078","397","0.191049085659288","0.001","-3","69149.9627055353","30","0","58"
"1653","uce-558.nexus","uce-558.treefile","2020","641","0.317326732673267","100","2","38643.640077965","10","0","58"
"1654","uce-5581.nexus","uce-5581.treefile","2001","522","0.260869565217391","0.001","-3","64798.6285994558","28","0","58"
"1655","uce-5582.nexus","uce-5582.treefile","1511","756","0.500330906684315","100","2","35842.0283591391","8","0","58"
"1656","uce-5584.nexus","uce-5584.treefile","1629","540","0.331491712707182","100","2","49323.355279865","30","0","58"
"1657","uce-5589.nexus","uce-5589.treefile","1783","672","0.376892877173303","1","0","40081.7031132444","16","0","58"
"1658","uce-5593.nexus","uce-5593.treefile","1273","683","0.536527886881383","100","2","20990.5027933078","14","0","58"
"1659","uce-5597.nexus","uce-5597.treefile","1939","610","0.314595152140279","100","2","48992.1809930828","24","0","58"
"1660","uce-5598.nexus","uce-5598.treefile","2007","765","0.381165919282511","100","2","44936.5564061434","22","0","58"
"1661","uce-5599.nexus","uce-5599.treefile","1743","449","0.257601835915089","100","2","40290.9763726766","28","0","58"
"1662","uce-5600.nexus","uce-5600.treefile","1838","621","0.337867247007617","0.001","-3","61948.0697895688","16","0","58"
"1663","uce-5606.nexus","uce-5606.treefile","2075","363","0.174939759036145",NA,NA,NA,"22",NA,"58"
"1664","uce-5609.nexus","uce-5609.treefile","1791","864","0.482412060301508","100","2","32597.8035483986","18","0","58"
"1665","uce-5611.nexus","uce-5611.treefile","1852","845","0.456263498920086","0.001","-3","46182.2900154498","14","0","58"
"1666","uce-5615.nexus","uce-5615.treefile","2016","817","0.405257936507937","1","0","55069.4759065028","18","0","58"
"1667","uce-5619.nexus","uce-5619.treefile","1941","657","0.338485316846986","1","0","59297.2893736185","16","0","58"
"1668","uce-5620.nexus","uce-5620.treefile","1304","622","0.476993865030675","100","2","20388.7249686383","18","0","58"
"1669","uce-5623.nexus","uce-5623.treefile","1856","864","0.46551724137931","100","2","51120.3209661881","18","0","58"
"1670","uce-5625.nexus","uce-5625.treefile","1743","750","0.430292598967298","100","2","39346.3271857066","18","0","58"
"1671","uce-5627.nexus","uce-5627.treefile","1181","314","0.265876375952583","1","0","36800.9646943306","30","0","58"
"1672","uce-5629.nexus","uce-5629.treefile","1959","451","0.230219499744768","0.001","-3","60062.6327932708","16","0","58"
"1673","uce-5634.nexus","uce-5634.treefile","1504","806","0.535904255319149","100","2","33528.7537317871","14","0","58"
"1674","uce-5636.nexus","uce-5636.treefile","1916","815","0.425365344467641","100","2","49603.3890583972","24","0","58"
"1675","uce-5637.nexus","uce-5637.treefile","1919","725","0.377800937988536","100","2","51143.6634299498","20","0","58"
"1676","uce-5638.nexus","uce-5638.treefile","1684","792","0.470308788598575","0.001","-3","47018.1397853002","14","0","58"
"1677","uce-564.nexus","uce-564.treefile","1996","707","0.354208416833667","100","2","51967.3580028771","10","0","58"
"1678","uce-5640.nexus","uce-5640.treefile","1655","675","0.40785498489426","0.001","-3","46368.1151269286","18","0","58"
"1679","uce-5642.nexus","uce-5642.treefile","1733","790","0.455856895556838","100","2","40579.6297689986","18","0","58"
"1680","uce-5645.nexus","uce-5645.treefile","1783","989","0.554683118339877","100","2","38306.4795158246","16","0","58"
"1681","uce-5649.nexus","uce-5649.treefile","1888","809","0.428495762711864","100","2","54030.3652550363","42","0","58"
"1682","uce-5657.nexus","uce-5657.treefile","1797","888","0.49415692821369","100","2","42383.8852484893","20","0","58"
"1683","uce-5659.nexus","uce-5659.treefile","1798","595","0.330923248053393","100","2","44429.1854585169","30","0","58"
